pname,cluster_kmeans,cluster_hdbscan,cluster_birch
1fwe,23,-1,15
1fwk,44,-1,3
1fwm,34,-1,36
1fws,42,-1,28
1fwt,42,-1,3
1fwu,24,27,46
1fwv,24,27,46
1fww,24,-1,28
1fwy,33,-1,35
1fx1,42,-1,3
1fx8,24,-1,46
1fx9,11,-1,17
1fxf,22,-1,17
1fxq,42,-1,28
1fxu,44,-1,3
1fxv,42,-1,28
1fy4,26,-1,0
1fy6,42,-1,28
1fy7,14,-1,1
1fyd,42,-1,28
1fyf,29,-1,43
1fyr,43,-1,40
1fys,24,-1,28
1fzj,24,-1,48
1fzk,24,27,46
1fzm,24,27,46
1fzo,24,27,46
1fzq,18,-1,3
1fzu,4,-1,48
1g02,42,-1,28
1g0c,24,-1,46
1g0e,5,-1,26
1g0h,4,-1,46
1g0i,33,-1,19
1g0n,24,-1,46
1g0o,30,-1,42
1g0v,13,-1,19
1g16,31,-1,25
1g17,17,-1,2
1g1d,5,21,26
1g20,27,-1,20
1g27,26,-1,36
1g2a,15,-1,0
1g2l,20,-1,12
1g2o,23,-1,19
1g30,35,-1,10
1g32,39,-1,10
1g36,20,23,26
1g37,35,3,10
1g3b,2,16,20
1g3c,20,24,26
1g3d,20,24,26
1g3e,20,24,26
1g3m,30,-1,40
1g3q,17,-1,2
1g3u,23,-1,8
1g41,42,-1,28
1g42,26,-1,35
1g45,5,20,26
1g46,5,20,26
1g48,5,20,26
1g4j,5,21,26
1g4k,22,-1,33
1g4o,5,20,26
1g4p,25,-1,15
1g4s,25,-1,15
1g4t,44,-1,46
1g4u,10,-1,24
1g52,5,20,26
1g53,5,22,26
1g54,5,20,26
1g55,44,-1,3
1g5f,4,-1,48
1g5t,42,-1,28
1g5y,23,-1,13
1g60,26,-1,19
1g67,25,-1,15
1g69,4,-1,46
1g6c,24,-1,46
1g6h,24,28,28
1g6i,15,-1,15
1g6k,18,-1,3
1g6n,23,-1,13
1g6o,13,-1,23
1g6s,44,-1,3
1g6t,44,-1,3
1g74,22,-1,17
1g76,17,-1,2
1g77,38,-1,11
1g78,30,-1,42
1g79,17,-1,2
1g7c,23,-1,35
1g7f,27,-1,9
1g7g,27,-1,20
1g7p,13,-1,19
1g7q,24,27,46
1g7s,30,-1,42
1g7t,7,-1,2
1g7v,18,-1,2
1g8k,30,-1,42
1g8o,19,-1,11
1g8z,24,27,46
1g93,43,-1,9
1g97,15,-1,0
1g99,4,-1,35
1g9a,45,-1,13
1g9f,32,-1,19
1g9h,26,-1,35
1g9q,18,-1,3
1g9r,44,-1,46
1g9v,13,-1,46
1ga2,26,-1,35
1ga8,23,-1,30
1gaf,47,-1,4
1gah,33,-1,19
1gai,24,-1,19
1gal,43,-1,8
1gan,35,-1,10
1gc5,41,-1,25
1gca,18,-1,3
1gck,44,-1,43
1gcz,24,27,46
1gdd,7,-1,38
1gde,45,-1,0
1geb,0,-1,22
1get,13,-1,46
1gex,24,-1,19
1gey,42,-1,3
1gfi,17,-1,2
1gfy,27,-1,20
1gfz,43,0,44
1gg1,23,-1,3
1gg2,18,-1,41
1gg5,26,-1,0
1gg6,11,-1,18
1gg8,43,0,44
1ggn,43,0,44
1ghb,8,-1,12
1ghq,34,-1,36
1ghv,35,-1,10
1ghw,47,4,12
1ghy,35,3,10
1ghz,20,23,26
1gi0,20,23,26
1gi1,20,23,26
1gi4,20,23,26
1gi6,20,23,26
1gi7,5,-1,26
1gi9,8,-1,33
1gia,17,-1,2
1gic,6,-1,0
1gii,20,-1,26
1gij,20,-1,26
1gil,17,-1,2
1gim,42,-1,46
1gis,33,-1,19
1gj6,20,23,26
1gj7,8,-1,33
1gj8,8,-1,33
1gj9,8,-1,33
1gja,5,-1,26
1gjb,5,-1,26
1gjc,5,-1,26
1gjd,8,-1,33
1gjw,34,-1,36
1gk8,23,-1,13
1gkc,19,-1,4
1gkd,19,-1,4
1gkl,23,-1,46
1gky,45,-1,13
1gkz,26,-1,35
1glg,45,-1,1
1glp,44,-1,3
1glq,24,-1,46
1gm7,37,-1,28
1gm8,42,-1,28
1gm9,15,-1,16
1gmn,45,-1,30
1gmp,15,-1,0
1gmr,15,-1,0
1gn8,23,-1,30
1gne,6,-1,48
1gni,4,-1,48
1gnm,20,-1,26
1gnw,12,-1,23
1goj,45,-1,1
1goq,44,-1,3
1gor,23,-1,3
1got,17,-1,2
1gox,40,-1,27
1goy,18,-1,3
1gp2,17,-1,2
1gp4,36,-1,40
1gp5,45,-1,30
1gp6,45,-1,13
1gpj,26,-1,13
1gpk,16,-1,40
1gpn,6,-1,18
1gpy,43,-1,44
1gqg,26,-1,18
1gqh,6,-1,18
1gqr,25,-1,15
1gqt,42,-1,19
1gqy,15,-1,0
1gr2,34,-1,31
1gra,24,-1,46
1gre,24,-1,46
1grg,33,-1,19
1grn,45,-1,1
1gro,14,-1,1
1grp,1,-1,3
1gs3,44,-1,3
1gs4,8,-1,39
1gs5,24,27,46
1gsa,42,-1,28
1gse,44,-1,3
1gsj,42,-1,28
1gsn,24,-1,46
1gsp,24,-1,28
1gsq,13,-1,46
1gsu,15,-1,19
1gsy,24,-1,46
1gt1,26,-1,35
1gt3,26,-1,35
1gt4,26,-1,36
1gt5,26,-1,35
1gt6,44,-1,3
1gua,31,-1,38
1gup,32,-1,0
1guq,4,-1,35
1gve,24,-1,46
1gvg,42,-1,28
1gvo,12,-1,23
1gvq,40,-1,27
1gvr,9,-1,24
1gvs,9,-1,32
1gvt,37,25,35
1gvu,14,-1,17
1gvv,11,-1,31
1gvw,14,-1,16
1gvx,45,-1,5
1gvy,38,-1,34
1gw1,0,-1,42
1gw6,5,-1,39
1gwc,34,-1,8
1gwj,2,-1,9
1gwn,42,-1,28
1gwq,6,-1,18
1gwr,23,-1,3
1gwv,43,-1,9
1gww,43,-1,34
1gwx,39,-1,16
1gx0,43,-1,34
1gx1,6,-1,49
1gx4,43,-1,9
1gx5,1,-1,28
1gx6,1,-1,28
1gx8,39,-1,33
1gx9,8,-1,12
1gxa,22,-1,33
1gxo,13,-1,35
1gxs,46,-1,34
1gxw,27,16,20
1gxz,26,-1,19
1gy8,18,-1,3
1gy9,25,-1,5
1gye,23,-1,3
1gym,41,-1,2
1gyx,24,27,46
1gyy,24,27,46
1gz1,7,-1,15
1gz8,21,-1,29
1gz9,41,-1,25
1gzc,15,-1,0
1gzq,36,-1,42
1gzt,18,-1,2
1gzw,6,-1,1
1h00,2,-1,14
1h01,21,-1,29
1h07,49,-1,5
1h08,28,-1,4
1h0a,32,-1,19
1h0c,0,-1,45
1h0g,24,-1,28
1h0r,19,-1,11
1h0s,22,-1,17
1h0v,21,-1,29
1h10,4,-1,48
1h16,13,-1,46
1h17,13,-1,46
1h1d,30,-1,9
1h1h,24,-1,28
1h1i,6,-1,18
1h1m,6,-1,18
1h1p,2,-1,14
1h1q,21,-1,29
1h1r,2,-1,14
1h1s,21,-1,5
1h1t,23,-1,30
1h1w,37,-1,6
1h22,6,-1,18
1h23,6,-1,18
1h24,2,-1,14
1h2j,44,-1,3
1h2z,49,-1,29
1h3f,32,-1,19
1h3n,36,-1,10
1h3t,24,-1,46
1h46,9,-1,32
1h47,11,-1,1
1h48,45,-1,41
1h49,12,-1,43
1h4h,44,-1,2
1h4i,13,-1,46
1h50,9,-1,24
1h51,12,-1,23
1h5n,15,-1,0
1h5u,40,0,44
1h5v,7,-1,3
1h60,9,-1,32
1h61,40,-1,43
1h62,9,-1,24
1h63,9,-1,32
1h65,26,-1,35
1h66,15,-1,0
1h69,26,-1,19
1h6h,13,-1,19
1h70,13,-1,28
1h72,42,-1,28
1h73,44,-1,3
1h74,18,-1,3
1h78,32,-1,46
1h7f,24,28,28
1h7g,24,-1,28
1h7h,24,-1,19
1h7l,44,-1,3
1h7q,44,-1,3
1h81,26,-1,36
1h82,33,-1,19
1h83,26,-1,6
1h84,26,-1,36
1h86,34,-1,36
1h8d,47,-1,12
1h8i,47,-1,4
1h8p,22,-1,17
1h8s,12,-1,23
1h9o,24,-1,46
1h9z,33,-1,23
1ha2,33,-1,3
1ha3,10,-1,9
1hag,47,4,12
1hah,35,3,10
1hb1,39,-1,31
1hb2,39,-1,31
1hb3,39,-1,31
1hb4,39,-1,31
1hbk,45,-1,6
1hbp,6,-1,0
1hck,27,-1,20
1hd2,26,-1,35
1hdi,17,-1,2
1hdk,44,-1,3
1hdo,39,-1,16
1hdq,6,-1,0
1hdu,39,-1,33
1hdz,18,-1,3
1he1,42,-1,3
1he3,39,-1,16
1he4,3,-1,16
1he5,33,-1,19
1hee,39,-1,33
1hef,19,-1,4
1hew,24,-1,46
1hf6,32,-1,19
1hfa,13,-1,35
1hfc,14,-1,10
1hfe,6,-1,0
1hfp,8,-1,21
1hfq,39,7,33
1hfr,39,7,33
1hfu,26,-1,36
1hg2,15,-1,0
1hg5,13,-1,19
1hgx,17,-1,2
1hgy,42,-1,3
1hi3,30,-1,38
1hi4,7,-1,41
1hi5,7,-1,41
1hiv,19,-1,26
1hiz,32,-1,19
1hj1,4,-1,46
1hj6,12,-1,23
1hj8,37,-1,0
1hjo,49,-1,29
1hjw,24,-1,46
1hk4,33,-1,19
1hk8,6,-1,18
1hkd,34,-1,16
1hkn,13,-1,46
1hld,26,-1,19
1hlf,16,0,44
1hlk,24,-1,19
1hm2,4,-1,48
1hm3,42,-1,46
1hm9,49,-1,29
1hmp,45,-1,1
1hmr,39,-1,31
1hms,19,-1,10
1hmt,19,-1,11
1hmu,6,-1,18
1hmw,4,-1,48
1hn2,26,-1,35
1hn4,36,-1,39
1hna,13,-1,19
1hnn,1,-1,13
1ho4,24,-1,46
1ho5,41,-1,3
1hon,42,-1,28
1hoo,37,-1,6
1hop,45,-1,30
1hor,33,-1,3
1hot,24,-1,19
1hp0,35,-1,4
1hp1,24,-1,19
1hp5,23,-1,13
1hpb,15,-1,35
1hpg,41,-1,3
1hpm,20,-1,26
1hpo,2,-1,4
1hpu,32,-1,35
1hpv,19,-1,4
1hpx,20,-1,26
1hq2,9,-1,32
1hq5,41,-1,13
1hqg,31,-1,25
1hql,18,-1,3
1hqp,34,-1,36
1hqs,34,-1,36
1hrk,24,-1,28
1hrn,26,-1,36
1hs6,8,-1,39
1hsb,4,-1,46
1hsh,49,-1,7
1hsj,35,-1,11
1hsk,13,-1,46
1hsl,41,-1,6
1hsr,24,27,46
1hsz,42,-1,19
1ht0,0,-1,49
1htb,44,-1,3
1htf,20,-1,26
1htw,31,-1,25
1hu9,16,-1,15
1huq,18,-1,3
1hur,31,-1,6
1huv,7,-1,41
1hv6,24,-1,46
1hv9,3,-1,49
1hvr,20,-1,26
1hvy,4,-1,13
1hw5,24,-1,46
1hwr,28,-1,4
1hx0,23,-1,3
1hxa,17,-1,41
1hxb,20,-1,26
1hxd,31,-1,5
1hxp,15,-1,0
1hy3,17,-1,2
1hyb,26,-1,19
1hyf,24,-1,28
1hyo,42,-1,3
1hyt,28,-1,4
1hyv,24,-1,46
1hz1,24,-1,46
1hzj,32,-1,19
1hzp,26,-1,36
1hzz,32,-1,19
1i00,24,-1,19
1i0b,41,-1,2
1i0d,41,-1,2
1i0i,6,-1,48
1i0l,45,-1,1
1i0r,42,-1,28
1i0s,42,-1,28
1i0v,24,-1,28
1i0x,1,-1,35
1i0z,0,-1,39
1i13,25,-1,15
1i14,6,-1,48
1i1d,26,-1,36
1i1l,26,-1,19
1i1m,26,-1,35
1i1n,26,-1,36
1i1o,18,-1,2
1i1q,44,-1,19
1i24,1,-1,35
1i2b,1,-1,35
1i2c,1,-1,35
1i2e,42,-1,46
1i2f,24,-1,46
1i2g,24,-1,46
1i2l,15,-1,0
1i36,7,-1,41
1i37,5,-1,39
1i38,8,-1,39
1i3f,42,-1,19
1i3h,4,-1,46
1i3i,1,-1,35
1i3k,13,-1,35
1i3l,4,-1,35
1i3m,32,-1,19
1i3n,4,-1,35
1i3u,23,-1,15
1i44,19,-1,11
1i4d,18,-1,2
1i4f,33,-1,19
1i52,33,-1,19
1i53,13,-1,19
1i58,24,-1,28
1i59,24,27,46
1i5a,13,-1,19
1i5b,16,-1,44
1i5c,4,-1,46
1i5s,7,-1,3
1i5z,13,-1,35
1i6i,37,-1,41
1i6k,33,-1,19
1i6l,33,-1,3
1i6m,44,-1,3
1i6x,26,-1,0
1i72,33,-1,19
1i73,14,-1,17
1i76,36,-1,7
1i79,24,-1,46
1i7a,26,-1,0
1i7b,26,-1,35
1i7c,13,-1,46
1i7e,42,-1,28
1i7g,22,-1,17
1i7i,15,-1,0
1i7l,4,-1,35
1i7m,3,-1,16
1i7z,15,-1,0
1i82,13,-1,46
1i8a,13,-1,46
1i8q,10,-1,24
1i8z,5,20,26
1i90,5,20,26
1i91,5,20,26
1i9c,37,-1,0
1i9g,25,-1,13
1i9h,25,-1,15
1i9l,5,-1,26
1i9m,5,22,26
1i9n,5,20,26
1i9o,5,20,26
1i9p,5,20,26
1i9q,5,20,26
1i9z,45,-1,1
1ia1,15,-1,0
1ia2,15,-1,0
1ia3,26,-1,36
1ia4,26,-1,36
1ia7,26,-1,35
1ia9,42,-1,28
1iah,1,-1,35
1ian,30,-1,38
1iau,34,-1,0
1ibr,40,-1,27
1icm,13,-1,46
1icn,13,-1,46
1icp,42,-1,43
1icq,23,-1,15
1icr,24,-1,46
1ics,12,-1,13
1icu,32,-1,19
1icv,24,-1,46
1id0,24,-1,46
1ide,12,-1,23
1idt,24,27,46
1ie4,15,-1,0
1ie8,8,17,21
1ie9,8,17,21
1iei,47,-1,4
1iep,36,-1,5
1iex,33,-1,35
1if4,5,20,26
1if5,5,20,26
1if6,5,21,26
1if7,5,20,26
1if8,5,20,26
1if9,5,-1,26
1ifu,26,-1,35
1ig0,45,-1,30
1ig1,48,-1,21
1ig3,26,-1,23
1igb,16,-1,45
1igj,3,-1,16
1igw,39,-1,49
1ih7,0,-1,30
1ih8,44,-1,43
1ihu,0,-1,42
1ii0,45,-1,6
1ii6,36,-1,42
1ii7,26,-1,35
1iic,3,-1,16
1iih,23,-1,30
1iim,44,-1,3
1iiu,37,-1,6
1ij8,42,-1,28
1ije,7,-1,13
1ijr,24,-1,48
1ikg,25,-1,13
1iki,1,-1,35
1im3,1,-1,35
1im8,24,28,28
1ima,16,-1,40
1imb,40,-1,40
1in4,42,-1,28
1in5,42,-1,28
1in6,13,-1,46
1in7,42,-1,28
1in8,24,-1,28
1ind,34,-1,31
1inf,26,-1,13
1ing,25,-1,1
1inh,25,-1,15
1ini,18,-1,2
1inv,34,-1,36
1inw,11,-1,18
1inx,11,-1,18
1iny,28,-1,4
1iol,1,-1,35
1ion,1,-1,28
1iov,42,-1,19
1iow,42,-1,19
1ioz,37,-1,28
1ipc,42,-1,28
1iq7,24,-1,46
1ir3,19,-1,11
1is0,40,-1,27
1is3,24,27,46
1is4,24,29,46
1ish,0,-1,49
1isi,41,-1,2
1isj,31,-1,2
1iso,16,-1,9
1isw,13,-1,46
1isx,33,-1,19
1isy,13,-1,46
1isz,33,-1,19
1it0,13,-1,46
1itc,1,-1,28
1itu,26,-1,35
1itw,23,-1,13
1iub,24,-1,28
1iuc,24,-1,28
1ius,4,-1,48
1iuw,42,-1,46
1iv2,13,-1,46
1iv4,4,-1,48
1ivb,23,-1,36
1ivc,43,-1,9
1ivd,25,-1,1
1ive,43,-1,9
1ivf,6,-1,0
1ivr,1,-1,35
1iwe,6,-1,18
1iwi,0,-1,22
1iwj,5,-1,39
1ix1,26,-1,35
1ix7,36,-1,7
1ixe,32,-1,0
1ixi,7,-1,2
1ixn,44,-1,46
1ixo,24,-1,46
1iy7,34,-1,18
1iyb,24,-1,19
1iyd,6,-1,36
1iye,26,-1,35
1iyh,25,-1,1
1iyi,25,-1,1
1izc,1,-1,28
1ize,34,-1,22
1izo,18,-1,3
1j01,45,-1,15
1j09,32,-1,19
1j0d,16,-1,15
1j0e,6,-1,45
1j0n,1,-1,35
1j0x,24,-1,19
1j0y,23,-1,35
1j0z,1,-1,28
1j10,1,-1,28
1j16,5,-1,26
1j17,5,-1,10
1j18,1,-1,35
1j1b,36,-1,5
1j1c,31,-1,5
1j1f,44,-1,3
1j1g,29,-1,2
1j1m,4,-1,35
1j1r,39,-1,33
1j1s,15,-1,0
1j1z,9,-1,27
1j20,9,-1,27
1j2g,30,-1,30
1j2j,37,-1,13
1j2z,42,-1,28
1j36,6,-1,13
1j37,43,-1,11
1j39,24,27,46
1j3i,21,-1,21
1j3r,11,-1,18
1j4h,24,-1,46
1j4i,4,-1,48
1j51,5,-1,39
1j53,24,-1,19
1j54,24,-1,46
1j6z,49,-1,5
1j78,22,-1,33
1j79,13,-1,46
1j7k,24,28,28
1j7l,3,-1,16
1j7u,3,-1,16
1j8q,17,-1,2
1j8u,39,-1,33
1j8v,42,-1,3
1j91,20,-1,26
1j96,35,-1,10
1j99,3,-1,25
1j9e,18,-1,2
1j9g,17,-1,2
1ja1,1,-1,3
1ja9,24,-1,46
1jac,42,-1,28
1jah,37,-1,2
1jai,18,-1,2
1jak,23,-1,13
1jao,19,-1,4
1jap,22,-1,17
1jaq,36,-1,7
1jbp,46,-1,14
1jbv,42,-1,43
1jbw,13,-1,28
1jc9,24,-1,46
1jcm,24,-1,46
1jcq,38,-1,37
1jcr,23,-1,35
1jcs,23,-1,13
1jcx,42,-1,28
1jcy,42,-1,28
1jd0,22,-1,17
1jd3,16,-1,23
1jdf,42,-1,28
1jdj,44,-1,3
1jdt,13,-1,19
1jdx,15,-1,0
1jdz,12,-1,23
1jep,24,-1,46
1jeu,11,-1,18
1jf0,7,-1,2
1jf2,31,-1,49
1jfh,34,-1,31
1jg0,12,-1,23
1jg1,24,-1,46
1jg2,34,-1,36
1jg3,24,27,46
1jg4,24,-1,19
1jg6,26,-1,23
1jg7,24,-1,19
1jg9,24,28,28
1jgi,24,27,46
1jgl,6,-1,18
1jgm,41,-1,3
1jgt,42,-1,46
1jgu,1,-1,28
1jh7,24,-1,19
1jha,44,-1,46
1jhg,4,-1,48
1jho,44,-1,3
1jhp,44,-1,46
1jhq,32,-1,3
1jhr,32,-1,3
1jht,15,-1,0
1ji0,18,-1,3
1jil,22,-1,17
1jin,1,-1,35
1jio,1,-1,3
1jip,26,-1,35
1jiu,24,-1,28
1jiv,24,-1,46
1jix,26,-1,23
1jj7,41,-1,25
1jj9,36,-1,39
1jjb,6,-1,18
1jje,25,-1,1
1jjt,36,-1,7
1jjv,18,-1,3
1jk3,8,-1,39
1jk7,30,-1,2
1jkh,34,-1,31
1jkj,10,-1,37
1jkk,48,-1,21
1jkl,20,-1,12
1jl0,15,-1,0
1jla,35,-1,33
1jlr,42,-1,28
1jls,13,-1,35
1jlv,12,-1,23
1jlx,31,-1,25
1jm6,45,-1,1
1jmf,33,-1,19
1jmg,29,-1,47
1jmh,44,-1,46
1jmi,29,-1,47
1jn2,13,-1,46
1jnk,19,-1,26
1jnq,6,-1,13
1jnr,41,-1,41
1jnw,30,-1,42
1jny,29,-1,47
1jnz,31,-1,25
1joc,42,-1,46
1jol,21,-1,21
1jom,8,-1,21
1jot,24,27,46
1jp4,44,-1,46
1jpc,26,-1,35
1jpj,29,-1,3
1jpn,29,-1,47
1jpz,22,-1,18
1jqd,6,-1,18
1jqh,14,-1,7
1jqn,42,-1,3
1jqv,44,-1,3
1jqx,24,27,46
1jqy,13,-1,46
1jr0,24,27,46
1jra,26,-1,35
1jrb,44,-1,3
1jrc,24,27,46
1jrz,32,-1,19
1js3,44,-1,3
1js4,37,-1,6
1js8,15,-1,13
1jsh,21,-1,33
1jsi,36,-1,29
1jsn,12,-1,23
1jso,12,-1,23
1jsv,28,-1,26
1jsz,26,-1,35
1jt1,44,-1,3
1jt2,45,-1,35
1jte,3,-1,6
1jtk,18,-1,2
1jtq,16,-1,15
1jtu,16,-1,15
1jtv,7,-1,41
1ju2,1,-1,28
1ju9,22,-1,17
1jub,44,-1,46
1jue,24,27,46
1jv1,1,-1,28
1jv3,1,-1,28
1jvd,45,-1,30
1jvg,1,-1,28
1jvi,24,-1,19
1jvp,14,-1,16
1jvs,15,-1,0
1jvu,41,-1,2
1jvx,40,-1,27
1jvy,40,-1,27
1jw5,44,-1,43
1jwk,8,-1,21
1jwt,36,-1,10
1jwy,36,-1,7
1jx6,33,-1,19
1jxm,24,27,46
1jxn,14,-1,17
1jy8,13,-1,19
1jyl,7,-1,30
1jyq,46,-1,14
1jyr,16,-1,11
1jyv,45,-1,13
1jz7,45,-1,13
1jz8,23,-1,41
1jzn,23,-1,25
1jzs,33,-1,19
1k06,9,-1,20
1k08,12,-1,44
1k0a,4,-1,35
1k0b,44,-1,46
1k0c,44,-1,46
1k0d,44,-1,46
1k0e,45,-1,35
1k0g,30,-1,7
1k12,42,-1,28
1k1i,20,24,26
1k1j,20,23,26
1k1l,20,23,26
1k1m,20,23,26
1k1o,2,16,20
1k1p,20,23,26
1k1y,6,-1,0
1k21,35,3,10
1k22,35,3,10
1k27,23,-1,13
1k2r,15,9,0
1k2t,12,10,23
1k2u,12,10,23
1k2v,4,-1,35
1k3a,28,-1,4
1k3c,37,-1,35
1k3d,18,-1,3
1k3l,23,-1,3
1k3u,6,-1,1
1k3y,23,-1,3
1k4g,21,-1,12
1k4h,48,-1,21
1k4m,24,-1,46
1k4q,33,-1,19
1k4v,43,-1,34
1k4w,33,-1,19
1k4y,23,-1,3
1k5s,37,-1,16
1k63,4,-1,19
1k6c,36,-1,7
1k6m,1,-1,28
1k6x,7,-1,41
1k74,11,-1,31
1k7d,37,-1,16
1k7e,6,-1,1
1k7f,29,-1,8
1k7l,19,-1,39
1k7t,24,27,46
1k7u,24,-1,46
1k7v,24,-1,46
1k8c,41,-1,2
1k8y,45,-1,1
1k8z,6,-1,18
1k97,14,-1,31
1k9e,45,-1,0
1k9f,14,-1,5
1k9y,17,-1,2
1ka0,45,-1,2
1ka1,17,-1,2
1kae,7,-1,2
1kah,17,-1,41
1kak,27,-1,20
1kao,17,-1,2
1kav,43,-1,9
1kax,2,-1,14
1kay,49,-1,42
1kaz,49,-1,42
1kbc,19,-1,39
1kbg,24,27,46
1kbi,5,-1,4
1kbj,39,-1,33
1kbn,23,-1,3
1kbo,15,-1,0
1kbq,26,-1,0
1kc2,24,-1,46
1kc7,43,-1,44
1kcc,33,-1,19
1kcd,33,-1,19
1kce,26,-1,23
1kck,32,-1,19
1kcl,32,-1,19
1kdk,4,-1,35
1kdm,24,27,46
1kdn,13,-1,46
1kdo,10,-1,37
1kdp,18,-1,2
1kdr,45,-1,30
1kdt,17,-1,37
1ke5,2,-1,14
1ke6,46,-1,14
1ke7,28,-1,4
1ke8,21,-1,26
1ke9,2,-1,14
1kec,31,-1,16
1keg,12,-1,23
1kei,28,8,4
1kel,6,-1,0
1kep,15,-1,0
1ker,32,-1,0
1ket,32,-1,35
1keu,11,-1,18
1kev,18,-1,3
1kew,11,-1,1
1kf0,17,-1,47
1kfb,6,-1,1
1kfc,6,-1,1
1kfe,30,-1,8
1kfj,45,-1,1
1kgi,4,-1,48
1kgj,23,-1,35
1kgq,34,-1,36
1kgt,13,-1,19
1kgz,1,-1,28
1khb,10,-1,37
1khe,30,-1,38
1khf,38,-1,37
1khh,26,-1,35
1kht,4,-1,35
1khz,42,-1,3
1ki2,42,-1,28
1ki3,24,-1,46
1ki4,42,-1,28
1ki6,41,-1,6
1ki7,18,-1,2
1ki8,42,-1,28
1kic,39,-1,10
1kie,44,-1,3
1kim,42,-1,28
1kj1,24,27,46
1kj8,42,-1,28
1kj9,24,-1,28
1kjg,36,-1,10
1kjh,21,-1,12
1kji,24,-1,28
1kjj,13,-1,46
1kjl,27,-1,20
1kjm,26,-1,19
1kjo,28,8,4
1kjp,2,8,4
1kjq,24,-1,19
1kjr,27,-1,20
1kk1,18,-1,2
1kk2,18,-1,3
1kk3,17,-1,3
1kkk,2,8,4
1kkp,17,-1,47
1kl1,29,-1,47
1kl3,37,-1,19
1kl6,28,8,4
1klk,39,-1,31
1kll,13,-1,46
1kly,40,-1,8
1km0,18,-1,3
1km1,44,-1,3
1km2,7,-1,38
1km3,23,-1,3
1km4,44,-1,3
1km5,40,-1,8
1km6,44,-1,3
1kmp,24,28,28
1kmq,38,-1,7
1kms,8,-1,33
1kmv,8,7,33
1kmy,13,-1,19
1kn2,26,-1,36
1kn4,26,-1,36
1knd,15,-1,0
1knm,18,-1,43
1knu,15,-1,0
1kny,4,-1,48
1ko0,42,-1,28
1ko5,29,-1,8
1ko8,1,-1,3
1koj,30,-1,42
1kp2,24,-1,46
1kp3,13,-1,46
1kpf,13,-1,19
1kpg,24,-1,46
1kph,24,-1,46
1kpm,39,-1,31
1kpu,24,-1,19
1kpv,24,27,46
1kq9,5,-1,26
1kqb,24,27,46
1kqc,24,-1,46
1kqd,24,-1,46
1kqr,24,27,46
1kqu,26,-1,35
1kqw,33,-1,35
1kqy,8,17,21
1kr3,33,-1,19
1kr5,0,-1,22
1kr6,27,16,20
1kre,10,-1,8
1krf,10,-1,8
1krm,11,-1,45
1kro,28,8,4
1krp,41,-1,13
1ks7,2,8,4
1ksg,37,-1,41
1ksh,37,-1,41
1ksk,42,-1,3
1ksl,24,-1,28
1ksn,48,18,21
1ksp,1,-1,35
1kt3,6,-1,0
1kt4,6,-1,0
1kt5,11,-1,0
1kt6,6,-1,0
1kt7,11,-1,31
1kt8,25,-1,1
1kta,25,-1,49
1ktc,32,-1,19
1ktg,34,-1,36
1kti,43,0,44
1kto,27,16,20
1kts,47,4,12
1ktt,3,-1,10
1ktw,44,-1,3
1kuj,24,27,46
1kuk,5,-1,10
1kv1,30,-1,38
1kvk,37,-1,35
1kvl,36,-1,10
1kvo,23,-1,13
1kvq,3,-1,31
1kvr,3,-1,31
1kvs,1,-1,35
1kvt,39,-1,31
1kvu,3,-1,31
1kw0,8,-1,33
1kw1,45,-1,1
1kw6,34,-1,35
1kw8,39,-1,31
1kw9,34,-1,18
1kwc,3,-1,16
1kwk,10,-1,6
1kwr,5,20,26
1kws,22,-1,33
1kwu,32,-1,19
1kwv,12,-1,19
1kww,42,-1,28
1kwx,42,-1,28
1kwy,42,-1,28
1kwz,12,-1,46
1kx0,42,-1,28
1kxp,20,-1,26
1ky2,18,-1,3
1ky3,18,-1,2
1kya,24,27,46
1kyd,44,-1,3
1kyq,13,-1,46
1kyv,15,-1,0
1kyw,26,-1,35
1kyy,33,-1,19
1kyz,36,-1,10
1kz8,42,-1,46
1kza,15,-1,23
1kzb,15,-1,23
1kzc,24,-1,46
1kzd,24,-1,46
1kze,6,-1,0
1kzi,41,-1,43
1kzl,6,-1,48
1kzo,23,-1,35
1l0c,42,-1,28
1l0g,29,-1,8
1l0i,42,-1,28
1l1e,14,-1,17
1l1q,45,-1,30
1l1r,13,-1,46
1l1y,32,26,35
1l2a,23,-1,13
1l2i,31,-1,25
1l2s,31,-1,37
1l2t,17,-1,47
1l3i,30,-1,34
1l3r,46,-1,14
1l4e,24,27,46
1l4f,24,27,46
1l4g,44,-1,19
1l4h,24,-1,46
1l4k,44,-1,3
1l4l,24,-1,46
1l4m,24,27,46
1l4u,36,-1,17
1l4y,7,-1,41
1l5j,36,-1,39
1l5k,24,27,46
1l5l,24,27,46
1l5m,44,-1,3
1l5o,24,27,46
1l6f,23,-1,35
1l6g,10,-1,37
1l6m,17,-1,2
1l7f,14,-1,1
1l7g,2,-1,4
1l7h,36,-1,1
1l7k,1,-1,35
1l7p,45,-1,30
1l7z,4,-1,46
1l8b,18,-1,2
1l8g,27,-1,9
1l8n,1,-1,28
1l8s,22,-1,17
1l8t,32,-1,6
1l9k,3,-1,49
1l9w,24,-1,46
1laf,45,-1,41
1lag,31,-1,25
1lax,40,-1,27
1lb6,26,-1,35
1lb8,34,-1,31
1lb9,34,-1,36
1lbb,34,-1,31
